calories,protein,fat,carbs,bmi,goal,recommendation
2025,134,82,213,24.3,weight_loss,unhealthy
1557,149,86,55,28.4,muscle_gain,excellent
2116,56,72,270,25.5,weight_loss,unhealthy
1163,49,43,75,25.7,weight_loss,unhealthy
572,41,24,159,30.2,muscle_gain,excellent
1892,174,81,79,28.0,maintenance,unhealthy
1379,48,72,11,18.4,muscle_gain,excellent
1871,121,39,38,18.2,weight_loss,unhealthy
305,42,12,265,22.5,maintenance,healthy
1643,103,56,70,24.7,muscle_gain,excellent
1881,128,44,109,22.0,maintenance,unhealthy
201,10,40,153,28.7,weight_loss,balanced
2337,72,10,201,20.5,maintenance,unhealthy
549,105,90,279,29.7,weight_loss,unhealthy
1486,167,74,213,30.9,muscle_gain,excellent
1262,138,77,254,19.2,maintenance,unhealthy
2406,17,20,40,28.7,maintenance,unhealthy
644,34,50,61,34.3,maintenance,balanced
1151,104,63,252,20.5,weight_loss,unhealthy
235,6,42,272,33.4,muscle_gain,unbalanced
1307,62,22,183,27.9,muscle_gain,excellent
1675,40,16,109,27.6,weight_loss,unhealthy
1998,76,58,70,17.9,maintenance,unhealthy
2045,177,95,197,30.5,weight_loss,unhealthy
1608,141,51,16,25.6,weight_loss,unhealthy
1395,130,5,198,30.0,muscle_gain,excellent
1599,81,19,92,31.6,weight_loss,unhealthy
1908,54,95,292,26.4,maintenance,unhealthy
1585,36,84,133,21.7,weight_loss,unhealthy
2388,102,25,166,19.5,weight_loss,unhealthy
1500,47,5,96,19.9,weight_loss,unhealthy
1443,129,97,157,32.6,maintenance,unhealthy
720,99,71,79,19.2,weight_loss,unhealthy
2006,82,16,85,23.9,muscle_gain,excellent
209,58,32,123,23.0,weight_loss,balanced
1183,51,43,12,32.6,weight_loss,unhealthy
1856,18,41,243,25.6,muscle_gain,unbalanced
1860,59,99,176,34.9,muscle_gain,excellent
2399,161,64,108,30.3,muscle_gain,excellent
919,179,35,133,32.3,muscle_gain,excellent
1272,67,62,54,18.8,muscle_gain,excellent
1058,23,15,296,21.6,muscle_gain,healthy
1516,95,33,115,19.4,maintenance,unhealthy
1803,141,93,143,25.3,weight_loss,unhealthy
249,105,17,17,29.9,maintenance,balanced
345,41,55,37,20.0,maintenance,healthy
1114,111,58,280,19.3,muscle_gain,excellent
1662,96,23,232,28.1,weight_loss,unhealthy
2489,56,62,17,21.1,maintenance,unhealthy
780,32,40,143,25.6,weight_loss,balanced
1784,40,32,38,17.9,weight_loss,unhealthy
682,120,72,124,29.3,muscle_gain,excellent
1449,68,7,43,26.7,weight_loss,unhealthy
872,22,93,16,28.7,maintenance,balanced
830,93,45,49,22.0,maintenance,balanced
861,167,39,71,22.0,muscle_gain,excellent
1187,82,97,95,31.4,maintenance,unhealthy
1746,171,97,222,29.9,muscle_gain,excellent
849,94,80,125,27.4,maintenance,balanced
1168,12,88,74,28.3,maintenance,unhealthy
1300,19,85,179,18.7,muscle_gain,unbalanced
640,11,80,125,32.4,weight_loss,unhealthy
1120,21,54,125,30.9,muscle_gain,healthy
969,90,78,230,27.6,weight_loss,unhealthy
1543,122,86,59,33.5,weight_loss,unhealthy
2026,68,34,88,20.0,muscle_gain,excellent
462,16,76,29,29.4,muscle_gain,unbalanced
1777,60,81,46,34.3,muscle_gain,excellent
1198,178,99,268,22.6,weight_loss,unhealthy
899,179,74,102,17.3,weight_loss,unhealthy
1803,105,58,196,30.2,weight_loss,unhealthy
1441,20,75,210,17.1,weight_loss,unhealthy
1325,6,89,297,32.7,muscle_gain,unbalanced
1390,132,55,57,18.0,muscle_gain,excellent
1205,96,32,262,28.7,weight_loss,unhealthy
235,109,68,55,23.8,maintenance,healthy
943,159,89,240,20.7,muscle_gain,excellent
1964,35,25,104,33.2,maintenance,unhealthy
552,173,92,227,30.4,maintenance,balanced
2122,168,31,49,23.1,maintenance,unhealthy
272,51,31,212,22.1,weight_loss,balanced
1576,47,81,125,30.2,muscle_gain,excellent
2114,69,54,100,32.1,maintenance,unhealthy
1293,54,33,67,29.9,weight_loss,unhealthy
907,5,43,19,28.5,muscle_gain,unbalanced
2004,148,61,265,21.1,weight_loss,unhealthy
1155,126,96,258,32.4,muscle_gain,excellent
359,32,41,15,30.5,muscle_gain,healthy
2396,90,97,197,26.3,weight_loss,unhealthy
1935,86,68,244,26.2,maintenance,unhealthy
1785,26,52,192,27.2,muscle_gain,healthy
266,45,26,296,31.9,muscle_gain,healthy
257,80,34,132,30.4,maintenance,balanced
541,151,32,167,32.4,muscle_gain,excellent
1353,93,27,22,26.1,maintenance,unhealthy
1395,63,8,63,28.2,muscle_gain,excellent
1432,73,7,286,32.4,maintenance,unhealthy
1694,166,65,52,21.2,muscle_gain,excellent
2021,171,8,276,25.0,muscle_gain,excellent
315,127,69,118,28.2,muscle_gain,healthy
861,78,16,175,33.5,maintenance,balanced
1665,11,17,115,17.3,muscle_gain,unbalanced
2068,105,38,60,20.8,weight_loss,unhealthy
1216,115,63,213,21.2,weight_loss,unhealthy
510,56,97,52,22.9,weight_loss,unhealthy
407,28,77,292,22.1,muscle_gain,healthy
832,30,35,94,27.6,maintenance,balanced
2302,129,75,226,32.9,maintenance,unhealthy
856,94,17,167,28.5,muscle_gain,excellent
1623,126,58,136,21.3,weight_loss,unhealthy
2131,14,6,200,32.5,maintenance,unhealthy
1879,21,37,275,28.4,muscle_gain,healthy
436,6,54,69,20.9,maintenance,healthy
547,116,11,292,23.5,weight_loss,excellent
829,31,22,71,31.2,weight_loss,balanced
1740,75,55,135,30.3,maintenance,unhealthy
2203,122,12,181,27.4,muscle_gain,excellent
1471,13,59,72,19.6,muscle_gain,unbalanced
563,90,80,269,31.5,maintenance,balanced
485,27,47,25,22.5,weight_loss,unhealthy
348,77,63,188,30.9,muscle_gain,healthy
1307,31,34,110,28.7,maintenance,unhealthy
655,97,63,185,21.8,maintenance,balanced
1966,85,13,202,20.8,weight_loss,unhealthy
999,88,96,282,19.4,weight_loss,unhealthy
1384,47,72,270,21.4,muscle_gain,excellent
1212,11,43,184,19.8,muscle_gain,unbalanced
1723,96,85,243,28.1,muscle_gain,excellent
680,87,15,225,27.8,weight_loss,excellent
1886,88,6,256,27.6,maintenance,unhealthy
2361,48,27,30,28.6,muscle_gain,excellent
1801,171,67,252,31.7,muscle_gain,excellent
540,44,26,297,33.4,muscle_gain,excellent
2210,139,65,289,21.1,maintenance,unhealthy
2066,29,30,253,27.6,muscle_gain,healthy
1034,63,16,172,18.4,muscle_gain,excellent
1403,145,36,155,19.2,weight_loss,unhealthy
1925,107,13,76,28.8,weight_loss,unhealthy
1889,90,73,112,25.8,weight_loss,unhealthy
510,116,94,134,30.6,maintenance,balanced
461,90,75,126,24.7,weight_loss,unhealthy
1642,102,97,260,19.3,muscle_gain,excellent
605,66,37,235,32.7,muscle_gain,excellent
2390,12,28,197,18.5,maintenance,unhealthy
541,117,93,196,20.4,maintenance,healthy
1539,177,99,85,22.0,muscle_gain,excellent
443,150,97,282,34.9,maintenance,balanced
689,64,73,158,24.5,muscle_gain,excellent
211,64,42,204,26.0,weight_loss,unhealthy
760,110,15,293,30.9,muscle_gain,excellent
241,6,36,53,28.5,maintenance,balanced
793,95,68,179,32.1,weight_loss,unhealthy
1652,18,76,103,25.8,muscle_gain,unbalanced
2026,52,24,233,34.5,maintenance,unhealthy
1893,107,38,287,31.3,maintenance,unhealthy
333,60,46,47,24.2,weight_loss,unhealthy
1147,16,12,279,23.9,muscle_gain,unbalanced
272,59,70,244,33.7,muscle_gain,healthy
598,160,25,120,29.3,maintenance,balanced
1628,114,83,177,28.2,weight_loss,unhealthy
329,8,74,63,30.6,muscle_gain,unbalanced
2011,40,9,136,27.1,weight_loss,unhealthy
2201,135,71,284,19.9,maintenance,unhealthy
465,5,47,51,22.7,muscle_gain,unbalanced
1760,21,20,50,27.0,maintenance,unhealthy
2185,66,77,59,17.3,muscle_gain,excellent
992,52,39,168,24.9,maintenance,balanced
1512,66,87,191,30.6,muscle_gain,excellent
363,73,47,190,20.0,weight_loss,unhealthy
294,151,43,175,18.2,muscle_gain,healthy
2005,107,14,241,32.0,muscle_gain,excellent
1333,114,78,215,28.1,maintenance,unhealthy
1021,166,24,59,20.2,muscle_gain,excellent
437,179,5,155,31.5,muscle_gain,excellent
2160,95,10,154,28.8,muscle_gain,excellent
1248,118,57,25,23.0,maintenance,unhealthy
1876,93,50,94,23.8,muscle_gain,excellent
1163,158,70,225,19.8,weight_loss,unhealthy
736,60,42,61,32.0,weight_loss,unhealthy
1803,82,37,45,26.2,maintenance,unhealthy
2179,18,71,116,27.0,muscle_gain,unbalanced
327,29,81,228,32.9,maintenance,balanced
291,136,39,263,17.3,muscle_gain,healthy
742,36,83,77,18.2,maintenance,balanced
1045,86,49,196,19.9,muscle_gain,excellent
1881,82,26,133,17.5,muscle_gain,excellent
2051,110,72,39,28.8,maintenance,unhealthy
589,24,21,194,28.4,maintenance,balanced
2084,78,9,298,20.8,maintenance,unhealthy
242,14,89,62,19.7,muscle_gain,unbalanced
453,127,61,186,19.6,maintenance,healthy
1283,38,92,142,34.2,muscle_gain,excellent
1740,159,99,86,29.5,weight_loss,unhealthy
2153,44,44,69,27.5,weight_loss,unhealthy
841,131,34,100,22.8,muscle_gain,excellent
889,37,46,289,24.8,muscle_gain,excellent
1476,75,11,208,18.6,maintenance,unhealthy
2150,141,75,127,35.0,muscle_gain,excellent
1279,148,95,192,30.6,muscle_gain,excellent
1686,137,92,64,28.2,weight_loss,unhealthy
656,102,23,280,27.6,maintenance,balanced
1182,128,45,14,26.1,maintenance,unhealthy
2330,155,38,110,21.6,muscle_gain,excellent
1322,47,26,295,21.1,maintenance,unhealthy
348,118,56,62,26.9,weight_loss,unhealthy
1552,93,95,227,18.3,weight_loss,unhealthy
1379,17,10,295,18.3,weight_loss,unhealthy
389,132,78,249,27.1,muscle_gain,healthy
1082,156,99,223,33.6,muscle_gain,excellent
599,143,29,113,33.5,weight_loss,balanced
808,56,70,231,17.2,weight_loss,unhealthy
1995,21,14,198,18.9,maintenance,unhealthy
1838,169,78,108,27.5,maintenance,unhealthy
1775,17,30,106,32.3,maintenance,unhealthy
2348,88,9,82,34.2,maintenance,unhealthy
1582,101,90,265,32.5,weight_loss,unhealthy
1603,110,72,240,29.2,maintenance,unhealthy
1019,100,75,179,20.6,weight_loss,unhealthy
1019,12,54,166,18.3,weight_loss,unhealthy
619,60,21,231,17.9,muscle_gain,excellent
323,108,15,108,28.0,maintenance,balanced
621,87,57,229,17.7,weight_loss,unhealthy
1708,48,54,253,30.3,muscle_gain,excellent
1797,107,12,268,29.8,muscle_gain,excellent
967,116,96,203,18.4,weight_loss,unhealthy
2244,173,66,159,33.3,weight_loss,unhealthy
2402,153,93,164,26.4,maintenance,unhealthy
2339,46,89,31,33.3,maintenance,unhealthy
1749,161,80,125,33.2,weight_loss,unhealthy
1964,149,94,122,20.5,weight_loss,unhealthy
2244,34,33,220,23.9,muscle_gain,excellent
709,30,48,33,19.4,muscle_gain,healthy
1406,129,49,292,30.9,muscle_gain,excellent
585,23,33,65,26.1,muscle_gain,healthy
1797,57,92,275,33.7,muscle_gain,excellent
2493,89,63,63,20.7,maintenance,unhealthy
941,21,19,117,29.4,muscle_gain,healthy
2111,178,74,211,34.8,weight_loss,unhealthy
1646,108,48,211,29.0,maintenance,unhealthy
1100,109,40,227,18.2,muscle_gain,excellent
2312,108,88,252,27.6,muscle_gain,excellent
2460,177,61,187,20.2,muscle_gain,excellent
2209,151,68,70,17.5,weight_loss,unhealthy
441,128,80,45,23.0,muscle_gain,excellent
2220,85,42,55,21.8,weight_loss,unhealthy
372,41,21,104,31.2,weight_loss,balanced
871,125,31,53,23.7,muscle_gain,excellent
363,74,21,235,30.2,muscle_gain,healthy
664,158,67,155,17.3,maintenance,balanced
696,134,15,278,17.3,maintenance,balanced
899,63,68,22,17.5,maintenance,balanced
902,122,43,34,20.9,weight_loss,unhealthy
2140,137,6,270,23.7,muscle_gain,excellent
1991,41,70,137,27.9,maintenance,unhealthy
382,35,58,48,34.7,weight_loss,unhealthy
828,103,33,166,23.4,maintenance,balanced
1931,98,49,194,18.0,maintenance,unhealthy
745,10,92,183,20.5,muscle_gain,unbalanced
1787,19,92,195,33.2,muscle_gain,unbalanced
823,147,84,290,29.6,weight_loss,unhealthy
793,20,35,83,31.2,muscle_gain,unbalanced
943,24,53,25,19.2,maintenance,balanced
1968,81,13,197,19.4,weight_loss,unhealthy
1659,48,31,181,19.0,weight_loss,unhealthy
2148,174,60,195,32.4,weight_loss,unhealthy
2268,50,82,41,20.8,weight_loss,unhealthy
304,99,49,72,28.6,muscle_gain,healthy
2439,166,93,198,26.3,maintenance,unhealthy
216,68,47,35,26.8,muscle_gain,healthy
592,161,26,48,20.5,muscle_gain,excellent
624,135,37,202,28.4,weight_loss,balanced
2376,13,31,172,17.8,muscle_gain,unbalanced
771,157,44,62,34.9,muscle_gain,excellent
2276,46,30,183,17.5,maintenance,unhealthy
1320,178,87,205,17.9,weight_loss,unhealthy
441,77,49,220,22.8,muscle_gain,excellent
2479,88,49,287,32.0,weight_loss,unhealthy
988,63,30,197,21.6,maintenance,balanced
914,25,74,223,25.5,muscle_gain,healthy
958,154,71,38,17.3,maintenance,balanced
975,161,10,180,18.4,maintenance,balanced
2447,67,32,131,27.9,weight_loss,unhealthy
278,77,71,168,20.5,weight_loss,unhealthy
1055,65,17,95,29.5,weight_loss,balanced
1639,68,67,13,31.1,muscle_gain,excellent
2334,73,17,11,32.3,weight_loss,unhealthy
2348,172,81,142,19.4,muscle_gain,excellent
1231,133,5,88,25.2,maintenance,unhealthy
1044,110,44,156,34.0,weight_loss,unhealthy
286,69,41,175,30.9,maintenance,balanced
2290,126,35,247,19.1,weight_loss,unhealthy
607,66,21,285,26.0,maintenance,balanced
1868,107,13,213,33.6,muscle_gain,excellent
347,64,68,62,24.9,maintenance,healthy
431,50,61,116,32.1,muscle_gain,excellent
2150,9,17,64,25.9,weight_loss,unhealthy
565,117,41,255,18.9,weight_loss,unhealthy
1874,154,18,173,19.7,weight_loss,unhealthy
635,74,79,24,17.8,muscle_gain,excellent
598,164,29,10,20.5,weight_loss,balanced
1434,15,99,146,33.1,muscle_gain,unbalanced
1614,142,82,160,28.7,muscle_gain,excellent
762,171,61,189,30.3,maintenance,balanced
1484,102,75,241,28.2,weight_loss,unhealthy
972,35,92,197,24.0,maintenance,balanced
2237,16,46,27,20.9,muscle_gain,unbalanced
1543,112,46,234,33.7,maintenance,unhealthy
2385,84,51,114,26.3,weight_loss,unhealthy
1773,170,48,215,25.7,muscle_gain,excellent
1191,71,45,195,34.9,maintenance,unhealthy
1446,56,7,74,23.9,weight_loss,unhealthy
559,137,94,216,32.4,weight_loss,unhealthy
1120,143,94,238,32.5,maintenance,unhealthy
1162,29,5,78,21.2,muscle_gain,healthy
2027,39,83,151,18.7,weight_loss,unhealthy
1813,167,15,215,34.6,muscle_gain,excellent
1840,26,11,183,24.7,weight_loss,unhealthy
2416,169,16,206,17.0,muscle_gain,excellent
416,100,42,206,26.0,muscle_gain,excellent
577,121,58,237,28.1,weight_loss,unhealthy
318,24,71,280,31.0,maintenance,balanced
389,110,57,208,34.0,maintenance,balanced
569,8,94,24,33.5,maintenance,balanced
2001,22,98,295,33.9,muscle_gain,healthy
2396,55,36,225,17.6,maintenance,unhealthy
851,24,49,44,29.8,maintenance,balanced
2082,126,55,78,21.1,weight_loss,unhealthy
1711,141,41,221,20.4,muscle_gain,excellent
969,84,63,55,31.4,maintenance,balanced
980,158,58,257,24.5,weight_loss,unhealthy
1916,106,22,94,33.5,muscle_gain,excellent
2407,29,5,57,17.8,weight_loss,unhealthy
1511,173,25,240,31.4,maintenance,unhealthy
1449,63,32,76,19.5,muscle_gain,excellent
722,49,20,98,20.2,muscle_gain,excellent
721,45,52,228,25.6,maintenance,balanced
982,42,32,61,24.1,weight_loss,balanced
1135,121,26,31,25.8,muscle_gain,excellent
2430,23,87,108,33.9,muscle_gain,healthy
1888,18,5,140,28.8,muscle_gain,unbalanced
687,131,99,97,22.2,maintenance,balanced
2050,153,46,145,20.1,weight_loss,unhealthy
1045,147,74,48,24.6,maintenance,unhealthy
2371,7,96,27,25.1,muscle_gain,unbalanced
2203,41,7,114,27.8,weight_loss,unhealthy
1948,121,99,155,21.8,weight_loss,unhealthy
885,178,84,233,30.8,maintenance,balanced
2360,20,85,126,18.8,maintenance,unhealthy
2369,146,48,10,27.1,muscle_gain,excellent
1767,13,31,126,28.2,maintenance,unhealthy
1445,11,55,35,20.7,maintenance,unhealthy
238,146,28,21,31.9,maintenance,balanced
979,138,24,178,28.1,maintenance,balanced
1456,19,36,62,28.6,maintenance,unhealthy
2396,76,17,278,26.0,muscle_gain,excellent
2127,166,47,257,33.4,weight_loss,unhealthy
501,108,24,137,29.5,maintenance,balanced
2485,133,6,85,23.9,weight_loss,unhealthy
846,100,72,278,21.3,weight_loss,unhealthy
862,126,95,155,18.3,maintenance,balanced
2483,119,64,57,20.0,maintenance,unhealthy
1959,152,93,208,34.9,weight_loss,unhealthy
2450,84,8,80,24.3,muscle_gain,excellent
455,11,21,101,33.2,weight_loss,balanced
797,139,5,218,20.1,muscle_gain,excellent
861,54,37,57,24.7,weight_loss,balanced
434,134,34,38,34.3,maintenance,balanced
1568,51,9,185,18.6,muscle_gain,excellent
969,18,16,28,27.7,weight_loss,balanced
412,35,36,56,33.5,muscle_gain,excellent
662,54,42,69,34.1,maintenance,balanced
482,45,21,185,32.2,muscle_gain,excellent
1686,18,62,264,32.4,maintenance,unhealthy
1630,137,44,238,28.7,maintenance,unhealthy
287,9,28,156,21.0,muscle_gain,unbalanced
1267,161,16,248,30.2,maintenance,unhealthy
660,9,99,197,34.6,maintenance,balanced
1924,117,23,218,26.5,maintenance,unhealthy
1576,122,33,84,21.7,muscle_gain,excellent
714,100,89,192,27.3,maintenance,balanced
902,40,94,96,29.4,weight_loss,unhealthy
1853,83,56,280,20.7,maintenance,unhealthy
2266,23,96,189,29.9,weight_loss,unhealthy
222,26,21,254,27.6,muscle_gain,healthy
1253,166,77,16,28.0,weight_loss,unhealthy
2030,60,25,278,22.5,maintenance,unhealthy
2355,21,64,22,19.8,maintenance,unhealthy
1504,21,79,235,28.2,maintenance,unhealthy
1334,150,24,275,27.6,maintenance,unhealthy
2383,177,57,251,23.1,maintenance,unhealthy
561,82,84,189,22.3,maintenance,healthy
2376,60,67,189,23.3,muscle_gain,excellent
2099,84,61,135,25.8,maintenance,unhealthy
1484,54,33,292,34.5,weight_loss,unhealthy
714,62,5,199,30.7,weight_loss,excellent
648,22,86,25,32.3,weight_loss,unhealthy
2123,139,63,30,26.1,muscle_gain,excellent
1706,80,68,25,26.5,weight_loss,unhealthy
1447,14,90,278,20.7,weight_loss,unhealthy
2055,73,76,42,30.0,weight_loss,unhealthy
1073,89,75,191,24.6,muscle_gain,excellent
1628,135,93,78,30.4,weight_loss,unhealthy
2478,87,98,61,24.4,weight_loss,unhealthy
1954,113,48,74,19.0,muscle_gain,excellent
1122,48,52,237,20.1,maintenance,unhealthy
2359,146,79,231,31.6,weight_loss,unhealthy
1236,136,19,281,21.7,maintenance,unhealthy
1616,22,39,27,21.8,weight_loss,unhealthy
2481,97,27,227,33.7,muscle_gain,excellent
513,42,57,282,28.8,maintenance,balanced
2456,152,49,182,19.1,muscle_gain,excellent
2197,176,89,65,19.6,maintenance,unhealthy
1237,55,96,18,21.9,muscle_gain,excellent
1856,23,17,292,27.7,maintenance,unhealthy
1978,124,38,31,30.6,maintenance,unhealthy
1214,72,42,81,21.9,maintenance,unhealthy
1293,70,74,181,32.7,weight_loss,unhealthy
1324,145,72,132,19.0,maintenance,unhealthy
897,162,9,100,20.7,maintenance,balanced
2379,102,44,233,34.5,weight_loss,unhealthy
1604,162,74,261,19.4,weight_loss,unhealthy
1355,92,25,265,33.0,muscle_gain,excellent
1243,37,32,22,29.7,muscle_gain,excellent
2129,109,7,127,18.3,weight_loss,unhealthy
1213,78,27,187,25.7,weight_loss,unhealthy
426,86,76,170,26.3,weight_loss,unhealthy
2028,23,23,104,33.8,weight_loss,unhealthy
1692,75,79,177,24.6,weight_loss,unhealthy
1021,61,54,96,25.0,muscle_gain,excellent
2223,151,78,12,19.0,weight_loss,unhealthy
1070,83,62,25,28.5,weight_loss,unhealthy
2449,173,96,139,20.8,muscle_gain,excellent
2285,46,24,32,18.4,maintenance,unhealthy
1995,120,96,107,34.9,muscle_gain,excellent
387,8,97,167,21.9,muscle_gain,unbalanced
1280,8,76,248,19.5,weight_loss,unhealthy
1140,9,87,19,29.6,maintenance,unhealthy
725,45,57,31,31.8,muscle_gain,excellent
535,112,89,193,18.2,maintenance,balanced
1278,91,86,226,18.9,muscle_gain,excellent
361,108,13,223,18.6,weight_loss,excellent
793,121,8,167,17.8,muscle_gain,excellent
2138,105,45,219,28.9,muscle_gain,excellent
2406,79,29,142,27.6,muscle_gain,excellent
259,79,38,62,28.9,maintenance,balanced
2101,17,77,238,26.1,maintenance,unhealthy
2458,146,13,192,31.7,weight_loss,unhealthy
605,29,86,32,26.8,maintenance,balanced
863,119,79,115,33.5,maintenance,balanced
1332,176,17,100,25.7,maintenance,unhealthy
1299,86,13,128,31.2,weight_loss,unhealthy
741,14,84,147,24.3,weight_loss,unhealthy
1537,54,8,129,24.8,weight_loss,unhealthy
1197,176,38,170,32.3,weight_loss,unhealthy
1340,146,11,217,18.9,muscle_gain,excellent
1067,19,19,164,27.2,weight_loss,balanced
2266,20,42,272,30.1,weight_loss,unhealthy
631,6,79,164,30.5,muscle_gain,unbalanced
939,162,95,295,27.6,muscle_gain,excellent
1573,34,98,268,25.1,maintenance,unhealthy
382,86,56,166,21.7,maintenance,healthy
2360,35,85,23,33.4,weight_loss,unhealthy
1406,81,87,86,23.7,maintenance,unhealthy
1369,152,11,229,31.4,muscle_gain,excellent
1030,118,49,241,17.6,maintenance,unhealthy
1851,39,63,151,21.2,maintenance,unhealthy
1336,27,25,260,23.2,weight_loss,unhealthy
675,110,32,149,29.1,muscle_gain,excellent
1526,101,7,151,22.7,muscle_gain,excellent
1170,119,18,138,17.7,maintenance,unhealthy
1219,104,6,27,20.1,maintenance,unhealthy
1341,59,33,252,21.7,maintenance,unhealthy
2036,12,22,173,20.2,weight_loss,unhealthy
360,172,41,105,20.7,maintenance,healthy
397,63,49,37,30.8,maintenance,balanced
1483,132,49,239,24.4,weight_loss,unhealthy
859,36,28,34,24.3,muscle_gain,excellent
1975,97,50,184,34.4,weight_loss,unhealthy
1270,11,16,170,25.0,maintenance,unhealthy
2210,6,57,39,33.7,maintenance,unhealthy
598,89,49,174,22.4,muscle_gain,excellent
1933,138,36,217,24.2,weight_loss,unhealthy
1782,110,22,111,24.1,maintenance,unhealthy
2325,40,17,115,26.8,muscle_gain,excellent
2371,164,8,78,27.5,maintenance,unhealthy
274,49,27,17,21.5,muscle_gain,healthy
2384,46,66,132,31.3,maintenance,unhealthy
801,57,58,110,25.9,maintenance,balanced
1036,114,78,10,17.1,muscle_gain,excellent
1728,13,59,16,27.6,muscle_gain,unbalanced
699,91,73,120,31.4,maintenance,balanced
1796,118,44,195,21.5,muscle_gain,excellent
337,79,18,225,17.7,maintenance,balanced
2297,134,32,132,31.5,maintenance,unhealthy
1994,15,76,210,34.6,weight_loss,unhealthy
1172,54,84,17,18.4,maintenance,unhealthy
1842,167,99,73,33.9,maintenance,unhealthy
2085,126,75,145,23.5,muscle_gain,excellent
